id,training_data_type,question,content
1840468-doc,documentation,,"The following columns are in the UPSTREAM_RESOURCES table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME         | COLUMN_NAME      | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------------|:-----------------|:------------|
| 315 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | ITEM             | varchar     |
| 316 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | Product_Group    | varchar     |
| 317 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | SUBORD           | varchar     |
| 318 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | LOC              | varchar     |
| 319 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | PRODUCTIONMETHOD | varchar     |
| 320 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | STEPNUM          | int         |
| 321 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | RES              | varchar     |
| 322 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | STARTDATE        | date        |
| 323 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | PCTUSED          | float       |
| 324 | GEN_AI_NEW      | dbo            | UPSTREAM_RESOURCES | EXTRA_QTY        | float       |"
400881-sql,sql,What is the potential improvement in unconstrainted forecast accuracy?,"select distinct Product,Customer, CONVERT ( varchar,MONTH, 32) AS Month, round (Avg_3_month_sales,0) as Avg_3Month_sales, Highest_Forecast_Accuracy, Accuracy_Increase_Decrease as [Improved Accuracy] ,PH_Accuracy as Current_Unconstraint_Forecast, New_Unconstraint_Accuracy from SNOP_Value_Add_RCA where month in ('01-07-2024','01-08-2024','01-09-2024') and Product='15' and Customer in ('WEST','NORTH') order by 2 asc"
407091-sql,sql,What is the aging of the inventory by Product Form and Grade?,"select dc as [Distribution Channel],sales_office as [Sales Office], form as [Product Form],grade_grp as Grade,round(avg(aging),0) as [Ageing In Days],round(sum(uq),0) as  [Unrestricted Qty] from inv_stock_clear where NCO_DECLARED='Yes' and dc='OEM' and sales_office='Mumbai' and form='S_HRCF' and grade_grp='API & High Strength Diversion' group by form,grade_grp,dc,sales_office having round(avg(aging),0)>=0 order by [Ageing in Days] asc;"
289546-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.UPSTREAM_RESOURCES (
    ITEM varchar,
    Product_Group varchar,
    SUBORD varchar,
    LOC varchar,
    PRODUCTIONMETHOD varchar,
    STEPNUM int,
    RES varchar,
    STARTDATE date,
    PCTUSED float,
    EXTRA_QTY float
);





"
289544-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.Resource_utilization (
    Month date,
    LOC varchar,
    RES varchar,
    Total_produced_qty float,
    Prime_qty float,
    Co_prod_qty float,
    Load_hours float,
    UDC_MONTH_CAPACITY_HRS float,
    Pct_Used float,
    eff_Prodrate_Full_capacity float,
    eff_prod_rate_loaded_capacity float,
    Eff_Yield_rate float,
    updated_pct_used float
);




"
402269-sql,sql,Review the resource parameters.,"SELECT RES, ROUND(AVG(PROD_RATE), 0) AS PROD_RATE, ROUND(MAX(PROD_RATE), 0) AS MAX_PROD_RATE, ROUND(AVG(YIELD), 2) AS YIELD, ROUND(MAX(YIELD), 2) AS MAX_YIELD, ROUND((MAX(PROD_RATE)) - (AVG(PROD_RATE)), 0) AS POSSIBLE_IMPROVED_PROD_RATE, ROUND((MAX(YIELD)) - (AVG(YIELD)), 2) AS POSSIBLE_IMPROVED_YIELD FROM dbo.[BTP_BTR_KLM] WHERE RES IN (SELECT DISTINCT RES FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE REASON_CATEGORY = 'Capacity Constraint' AND Late_Reason LIKE 'CAO Push:%' AND Product_Form = 'S_PPGLCF' GROUP BY RES) GROUP BY RES;"
282147-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.UDT_ORDER_FULFILLMENT (
    SIMULATION_NAME varchar,
    MONTH date,
    PRODUCT_GRP varchar,
    Market_segment varchar,
    Customer_segment varchar,
    PRIORITY float,
    TOTAL_CUST_ORDER float,
    TOT_CUSTORDER_ALLOCATION float,
    TOT_FORCAST_ORDER float,
    TOT_FCSTORDER_ALLOCATION float,
    TOTAL_ORDER float,
    TOTAL_ALLOCATION float
);

"
400102-sql,sql,"What has been the historical data pattern for these products and customers, and what statistical algorithms and parameters have been selected?","select Product, Customer as Region, CONVERT ( varchar,startdate, 32) as Month, round(actuals,0) as Sales,data_pattern_type as Data_Pattern_Type,trend as Trend,Seasonality_Check, BY_Algorithm, round(BY_Alpha_Parameter,2) as BY_Alpha_Parameter, round(BY_Beta_Parameter,2) as BY_Beta_Parameter, round(BY_Gamma_Parameter,2) as BY_Gamma_Parameter from Statistical_Data where startdate='01-05-2024' and Customer not in ('Domestic','Exports') order by 3 desc;"
1840451-doc,documentation,,"The following columns are in the ABP_DATA table in the GEN_AI_NEW database:

|    | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME   | COLUMN_NAME   | DATA_TYPE   |
|---:|:----------------|:---------------|:-------------|:--------------|:------------|
|  0 | GEN_AI_NEW      | dbo            | ABP_DATA     | ITEM          | varchar     |
|  1 | GEN_AI_NEW      | dbo            | ABP_DATA     | Res           | varchar     |
|  2 | GEN_AI_NEW      | dbo            | ABP_DATA     | PRODRATE      | float       |
|  3 | GEN_AI_NEW      | dbo            | ABP_DATA     | Max_Prodrate  | float       |
|  4 | GEN_AI_NEW      | dbo            | ABP_DATA     | Yield         | float       |
|  5 | GEN_AI_NEW      | dbo            | ABP_DATA     | MAX_Yield     | float       |"
402262-sql,sql,Which product forms have the most delayed orders at the Kalmeshwar plant?,"SELECT TOP 5 PRODUCTFORM, ROUND(SUM(DISTINCT BALANCE_TO_DISPATCH_QTY), 0) AS ORDER_QTY, COUNT(DISTINCT ITEM) AS ORDER_COUNT, CONCAT(ROUND(AVG(ORDER_LATENESS), 0), ' ', 'Days') AS ORDER_LATENESS FROM [GEN_AI_NEW].[dbo].[BTP_BTR_KLM] WHERE ORDER_STATUS = 'LATE' GROUP BY PRODUCTFORM, ORDER_STATUS ORDER BY ORDER_QTY DESC;"
402302-sql,sql,What is the forecast accuracy considering the current causal factors?,"SELECT CONCAT('01','-',RIGHT([Test_Period],2),'-',LEFT([Test_Period],4)) AS [Month], [Key] AS [DFU], REVERSE(PARSENAME(REPLACE(REVERSE([Key]), '/', '.'), 1)) AS [Customer], REVERSE(PARSENAME(REPLACE(REVERSE([Key]), '/', '.'), 2)) AS [Product], ROUND(SUM(Actuals),0) AS Sales, ROUND(SUM(Pred),0) AS Forecast, ROUND(AVG([Accuracy]),0) AS [Forecast Accuracy%] FROM [GEN_AI_NEW].[dbo].[Model_Results] WHERE model='All Var MLR' AND Accuracy>60 GROUP BY [Test_Period],[Key] ORDER BY [Forecast Accuracy%] DESC,[Month] DESC;"
402312-sql,sql,Will there be further improvement in forecast accuracy by adding new variables?,"SELECT CONCAT('01','-',RIGHT(Y.[Test_Period],2),'-',LEFT(Y.[Test_Period],4)) AS [Month], Y.DFU AS [DFU], REVERSE(PARSENAME(REPLACE(REVERSE([DFU]), '/', '.'), 1)) AS [Customer], REVERSE(PARSENAME(REPLACE(REVERSE([DFU]), '/', '.'), 2)) AS [Product], Y.All_Var_Features AS [Exhaustive Causal Factors], Y.Selected_Features AS [Significant Causal Factors], ROUND(AVG(Y.ALL_VAR_ACCURACY),0) AS [Old Forecast Accuracy%], ROUND(AVG(Y.SEL_VAR_ACCURACY),0) AS [Revised Forecast Accuracy%], ROUND(AVG(Y.DELTA_IMPROVEMENT),0) AS Delta_Improvement, CASE WHEN AVG(Y.DELTA_IMPROVEMENT) <= 0 THEN 'No Improvement' ELSE 'Improvement' END AS Improvement_Check FROM (SELECT DISTINCT A.DFU, A.Actuals, A.Test_Period, A.ALL_VAR_FEATURES, A.ALL_VAR_PRED, A.ALL_VAR_ACCURACY, CC.SELECTED_FEATURES, CC.SEL_VAR_PRED, CC.SEL_VAR_ACCURACY, (CC.SEL_VAR_ACCURACY - A.ALL_VAR_ACCURACY) AS DELTA_IMPROVEMENT FROM (SELECT DISTINCT AA.[Key] AS DFU, AA.Features AS ALL_VAR_FEATURES, AA.Test_Period, AA.Actuals, AA.Pred AS ALL_VAR_PRED, AA.Accuracy AS ALL_VAR_ACCURACY, BB.[Rank] FROM (SELECT DISTINCT [Key], Features, Test_Period, Actuals, Pred, Accuracy FROM [GEN_AI_NEW].[dbo].[Model_Results] WHERE model = 'ALL Var MLR') AA LEFT JOIN (SELECT DISTINCT [key], [rank] FROM sales_data) BB ON AA.[Key] = BB.[Key]) A LEFT JOIN (SELECT DISTINCT [Key] AS DFU, Features AS SELECTED_FEATURES, Test_Period, Pred AS SEL_VAR_PRED, Accuracy AS SEL_VAR_ACCURACY FROM [GEN_AI_NEW].[dbo].[Model_Results] WHERE model = 'SEL Var MLR') CC ON A.DFU = CC.DFU AND A.Test_Period = CC.Test_Period) AS Y WHERE [DFU] = 'R01/15/All_Location' AND [DELTA_IMPROVEMENT] > 0 GROUP BY Y.DFU, Y.ALL_VAR_FEATURES, Y.SELECTED_FEATURES, Y.Test_Period ORDER BY AVG(Y.DELTA_IMPROVEMENT) DESC, Month DESC;"
1840465-doc,documentation,,"The following columns are in the POSSIBLE_REASONS table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME       | COLUMN_NAME        | DATA_TYPE   |
|----:|:----------------|:---------------|:-----------------|:-------------------|:------------|
| 297 | GEN_AI_NEW      | dbo            | POSSIBLE_REASONS | Possible Reasons   | varchar     |
| 298 | GEN_AI_NEW      | dbo            | POSSIBLE_REASONS | Corrective Actions | varchar     |"
285437-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.Statistical_Data (
    Product varchar,
    Customer varchar,
    Total_Percent_of_Sales_Contribution varchar,
    Startdate date,
    Actuals float,
    Forecast float,
    Accuracy varchar,
    BY_Algorithm varchar,
    Data_Pattern_Type varchar,
    Trend varchar,
    Seasonality_Check varchar,
    BY_Alpha_Parameter float,
    BY_Beta_Parameter float,
    BY_Gamma_Parameter float
);

"
400098-sql,sql,What was the forecast accuracy for the previous month?,"select  Customer,  CONVERT ( varchar,startdate, 32) as Month, round (actuals,0) as Sales,round (forecast,0) as Forecast, accuracy as Forecast_Accuracy from Statistical_Data where startdate='01-05-2024'  and product='Product Family' and customer in ('DOMESTIC','EXPORTS') order by 3 desc;"
